Company name;Avatar;Founded;Headquaters;Ownership;Employees;Company URL;Type;Describtion
Rockstar Vancouver;http://upload.wikimedia.org/wikipedia/en/thumb/4/49/Rockstar_Vancouver_logo.svg/200px-Rockstar_Vancouver_logo.svg.png;05/01/1988;Vancouver, BC, Canada ;Subsidiary of Rockstar Games;;http://rockstarvancouver.com/;Developer;"Rockstar Vancouver is a video game studio located in downtown Vancouver, British Columbia. Rockstar Vancouver released Bully, a controversial title exclusively for the PlayStation 2 on October 17, 2006.  Rockstar Vancouver employs 75 people and develops action titles exclusively for Rockstar Games.

Rockstar Vancouver's most recent game is Max Payne 3, the sequel to Max Payne 2: The Fall of Max Payne."
Rocksteady Studios;http://media.giantbomb.com/uploads/0/5911/560209-rocksteady_large.png;01/01/2004;London, England;Subsidiary of Warner Bros. Interactive Entertainment;100;http://www.rocksteadyltd.com/;Developer;Rocksteady Studios is a British video game developer based in Kentish Town in London. The studio's titles include Urban Chaos: Riot Response, Batman: Arkham Asylum and Batman: Arkham City.
Rogue Entertainment;;01/01/1994;Dallas, Texas, U.S.;Defunct 2001;;;Developer;Rogue Entertainment was a computer game developer based in Dallas, Texas, which was active in the late 1990s. It was founded by Rich Fleider, Steve Maines and Jim Molinets in 1994. Rogue's office was in the same building as id Software, and all of their games used game engines created by id, and two of their games were expansions for id's Quake series of games. Many former Rogue employees moved on to Nerve Software after Rogue closed.
Rotobee ;http://www.mobygames.com/images/i/25/41/501491.jpeg;;;;;http://www.rotobee.com/;Developer;
Rovio Entertainment;http://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Rovio_Logo.png/120px-Rovio_Logo.png;01/01/2003;Espoo, Finland;Private company;300;http://www.rovio.com/;Developer;Rovio Entertainment Ltd. or Rovio is a Finnish video game developer and entertainment company based in Espoo. The company was founded in 2003 as a mobile game development studio named Relude, and in 2005 renamed as Rovio. The company is best known for its video game franchise Angry Birds.
Runewaker Entertainment ;http://upload.wikimedia.org/wikipedia/en/thumb/5/58/Runewaker_Entertainment_Logo.png/300px-Runewaker_Entertainment_Logo.png;8/13/2004;Taichung, Taiwan;Private company;;http://www.runewaker.com/en/index.php;Developer;"Runewaker Entertainment is a Taiwanese video game company. It was established on August 13, 2004 in Taichung, Taiwan. Runewaker's core values are the pursuit of ""Knowledge"", ""Innovation"", and ""Standardized Work Flow Process"". So far, the company has developed a world renowned MMORPG game, Runes of Magic."
Runic Games ;http://upload.wikimedia.org/wikipedia/en/3/36/Runic_Games_logo.png;01/01/2008;Seattle, USA;Subsidiary of Perfect World Co., Ltd.;;http://www.runicgames.com/;Developer;Runic Games is a Seattle-based American computer game company formed by Travis Baldree (creator of Fate), Max Schaefer and Erich Schaefer (co-founders of Blizzard North, of Diablo fame), Peter Hu, and the Flagship Studios Seattle team responsible for Mythos. It is a subsidiary of Perfect World Co., Ltd. In 2009, the company released Torchlight, a single-player action role-playing game, and they are currently developing a sequel and a massively multiplayer online role-playing game set in the Torchlight game world.
Running with Scissors, Inc. ;http://upload.wikimedia.org/wikipedia/en/e/e4/Rws-logo.png;01/01/1985;Tucson, Arizona, United States;Private company;;http://www.runningwithscissors.com/;Developer;"Running with Scissors, Inc. (RWS for short) is an American computer game developer based in Arizona. Their best-known title, Postal, was publicly decried by Senator Joe Lieberman and other critics due to its extreme violence.

The company was originally founded under the name Riedel Software Productions (RSP for short) in the 1980s by Vince Desi.  The company's first game was Spy vs. Spy followed by numerous games based on children's properties, including Tom and Jerry and Bobby's World for the Super Nintendo as well as numerous Sesame Street games. However, the company eventually grew tired of making licensed children's games.  Changing the company name to Running with Scissors, work on Postal officially began. 

In April 2003, RWS released a sequel, Postal², starring ex-child actor Gary Coleman. The game features many jokes at Senator Lieberman's expense and also features an entire class of enemy modelled upon Osama bin Laden."
Russobit-M ;http://media.giantbomb.com/uploads/0/3161/289580-russ_large.png;01/01/1999;Russia;Private company;;http://www.russobit-m.ru/;Publisher;"Russobit-M is one of the largest distributors of PC games in Russia and the CIS, and is a key player in the PC game industry.

Russobit-M was established in 1999 and immediately strived for success, becoming the major publisher and distributor in the Russian and CIS game markets. The company now employs more than two hundred game specialists and has over one hundred partners worldwide. It has sold five million CD/DVDs on the local market.

In 2003, the company combined efforts with GFI. From this time and onwards, GFI serves the role of the publisher and developer and Russobit-M works as a distributor. In May 2008 Russobit-M and GFI had merged in the Bestway group, afterward in October 2008 the Play Ten Interactive had been incorporated in the group."
S2 Games ;http://media.giantbomb.com/uploads/0/2891/658378-s2_logo_large.jpg;;Michigan, U.S. ;Independent;36;http://www.s2games.com/;Developer;"S2 Games is a video game development company founded by Marc ""Maliken"" DeForest, based in Rohnert Park, California.They also have a development location in Kalamazoo, Michigan. Their first project (a real-time strategy, third-person shooter and role-playing game hybrid), Savage: The Battle for Newerth, was released in the Summer of 2003. They released its sequel, Savage 2: A Tortured Soul, on January 16, 2008, and are independently publishing and distributing it. Their latest installment in the Newerth series, Heroes of Newerth, based heavily around Defense of the Ancients, was released on May 12, 2010. Note. S2 Games is an abbreviation for ""Silverback Studio Games""."
Saber Interactive;http://media.giantbomb.com/uploads/0/4527/1773815-1_large.jpg;;Millburn, New Jersey;Independent;;http://www.saber3d.com/;Developer;Saber Interactive is a video game developer headquartered in Millburn, New Jersey, with development offices in Saint Petersburg, Russia. They primarily develop action games. The studio released the game Will Rock in 2003, and released another game called TimeShift for Microsoft Windows, Xbox 360 and PlayStation 3 world-wide in 2007. Saber's multiple format game engine is currently in its fourth iteration: Saber 3D, v.S4. game design, core technology, cross-platform game engine development, and production management are done in Saber's U.S. HQ,[citation needed] while the bulk of actual production is done at Saber's offices, by full-time employees in Russia. Saber has noted,  that they are able to maintain high production and design values while taking advantage of Russia's vast Computer Science, artistic rendering, and fine art talent pool while reducing costs of game development.
Sammy Studios ;;11/01/1975;Tokyo, Japan ;Subsidiary of Sega Sammy;1000;http://www.sammy.co.jp/japanese/index.jsp/;Developer;"Sammy Corporation (サミー株式会社?) was established on November 1, 1975 and is a leading developer and retailer of pachinko and pachislot systems in Japan.

In 2001, Sammy Corporation created a subsidiary Sammy Entertainment, Inc. It would later change its name to Sammy Studios in 2002. Sammy Studios is responsible for developing and publishing next-generation video games. They are perhaps best known for publishing the Guilty Gear, The Rumble Fish and Survival Arts series of fighting games. In 2004, they merged with Sega as a new company called Sega Sammy Holdings Inc. On March 7, 2005, Sammy Studios, Inc. broke away from Sammy and renamed itself High Moon Studios. On February 29, 2008, Sammy Europe, Ltd. broke away from Sega Sammy Holdings Inc. As of 2009, Sammy only has 1,000 employees, with plans to cut 50% over the next five years."
Sci;http://upload.wikimedia.org/wikipedia/en/9/9a/SCi.png;01/01/1988;Wimbledon, London, England ;Subsidiary of Square Enix;;;Publisher;
SCS Software;http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/SCS_Logo.jpg/220px-SCS_Logo.jpg;01/01/1999;Prague, Czech Republic;Private company;;http://www.scssoft.com/;Developer;SCS Software is a Czech software development company. It produces various computer games for the PC including the 18 Wheels of Steel series, Hunting Unlimited series, OceanDive, Deer Drive, Bus Driver and Euro Truck Simulator.
Seamless Entertainment ;http://media.giantbomb.com/uploads/1/11161/1843611-sei_logo_2d_rgb_standard_medium_300x96_large.png;;Austin, Texas;Independent;;http://www.seamlessent.com/;Developer;Independent developer based in Austin, TX lead by game industry veterans Dan Magaha and Chris Stockman.
Secret Level;http://upload.wikimedia.org/wikipedia/en/4/48/SecretLevelLogo_2005.png;01/01/1999;San Francisco, California, USA;Subsidiary of Sega Sammy;;http://www.secretlevel.com/;Developer;ega Studios San Francisco, formerly known as Secret Level, was a San Francisco, California based studio owned by Sega.
Sega;http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/SEGA_logo.svg/220px-SEGA_logo.svg.png;01/01/2000;Tokyo, Japan ;Subsidiary of Sega Sammy Holdings;2600;http://www.sega.co.jp/;Publisher & Developer;"Sega Corporation, usually styled as SEGA, is a multinational video game software developer and an arcade software and hardware development company headquartered in Ōta, Tokyo, Japan, with various offices around the world. Sega previously developed and manufactured its own brand of home video game consoles from 1983 to 2001, but a restructure was announced on January 31, 2001 that ceased continued production of its existing home console, effectively exiting the company from the home console business. While arcade development would continue unchanged, the restructure shifted the focus of the company's home video game software development to consoles developed by various third-party manufacturers.

Sega's head offices, as well as the main office of its domestic division, Sega Corporation (Spartata), are located in Ōta, Tokyo, Japan. Sega's European division, Sega Europe Ltd., is headquartered in the Brentford area of London in the United Kingdom. Sega's North American division, Sega of America Inc., is headquartered in San Francisco; having moved there from Redwood City, California in 1999. Sega Australia is headquartered in Sydney, and Sega Publishing Korea is headquartered in Jongno, Seoul, Korea. The company also has smaller offices in France, Germany, the Netherlands, Spain, and Italy."
Shiny Entertainment ;http://upload.wikimedia.org/wikipedia/en/7/72/Shinylogo.png;01/01/1993;Laguna Beach, California, United States;Defunct;;;Developer;"Shiny Entertainment was an American video game developer based in Laguna Beach, Southern California, and the creator of several popular titles such as Earthworm Jim, MDK, Sacrifice and The Matrix: Path of Neo. Shiny was founded by David Perry in October 1993. In 2007, Shiny Entertainment merged with The Collective to create Double Helix Games.

The name Shiny was conceived while listening to the R.E.M. track Shiny Happy People on loop during the development of Aladdin for the Sega Genesis."
Shiver Games;;;Helsinki, Finland ;Private company;;http://shivergames.com/;;"Shiver Games Ltd. is a privately held developer of computer and video games. Shiver Games is based in Helsinki, Finland.

We are currently working on a Pc/Windows title called Lucius. Lucius is a puzzle game with state-of-the-art graphics and compelling storyline that will be released in 2012."
Shrapnel Games ;http://media.giantbomb.com/uploads/0/1176/264887-shrapnel_logo_large.jpg;01/01/1999;Hampstead, USA;Independent;;http://www.shrapnelgames.com/;Publisher;Founded in 1999, Shrapnel Games is an independent games publisher, focusing especially on the strategy and role-playing genres. Their most well known titles are the Dominions series of turn-based strategy games and the space exploration game Weird Worlds.
Sidhe Interactive ;http://media.giantbomb.com/uploads/0/5150/1091825-sidhelogo_large.jpg;05/01/1997;Wellington, New Zealand ;Private company;;http://www.sidhe.co.nz/;Developer;"Sidhe is a game development studio based in Wellington, New Zealand.

Sidhe is an officially licensed developer for Microsoft (Xbox, Xbox 360), Sony Computer Entertainment Europe (PlayStation, PS2, PSP, PS3, PS Vita), and Nintendo of America (GBA, DS, Wii). It is also a co-founding member of the New Zealand Game Developers Association. They are the largest game developer in New Zealand, currently employing approximately 115 people.  The company was formerly called Sidhe Interactive, but dropped the word Interactive in 2009 prior to the launch of the company's critically acclaimed game for PlayStation 3, Shatter. In 2011 Shatter went on to be listed by IGN as one of their top 25 PS3 games  and was their number one PSN game. 

For a number of years Sidhe created franchise based games, such as their Barbie, and Rugby League Video Game Series titles. They provided services to and have produced products for a number of partners and clients such as Sony Online Entertainment, Red Mile Entertainment, Ubisoft, eUniverse, Krome Studios, Adidas International, Vivendi Universal Games, and Midway Games. In 2005 Sidhe released their first game based on an original IP, GripShift, which was created completely in-house, from concept to final product.

Sidhe collaborated with Weta Digital to achieve the first motion capture of a horse at full gallop, for their horse racing game, Melbourne Cup Challenge / Frankie Dettori Racing."
Sierra Entertainment;http://media.giantbomb.com/uploads/0/500/922296-sierra_large.gif;01/01/1979;Los Angeles;Subsidiary of Activision;;;Publisher & Developer;"Sierra Entertainment Inc. (formerly Sierra On-Line) was an American video-game developer and publisher founded in 1979 as On-Line Systems by Ken and Roberta Williams. Based in Oakhurst, California, the company was last owned by Activision, a subsidiary of Activision Blizzard.

Sierra is best known today for its multiple lines of seminal graphic adventure games started in the 1980s, many of which proved influential in the history of video games. The Sierra label was absorbed by its parent company. Some franchises (such as Crash Bandicoot and Spyro the Dragon) that were published by Sierra will be published by Activision, which also announced in 2008 that it may sell the Sierra brand."
Sigma Team ;http://media.giantbomb.com/uploads/10/103221/1866996-sigma_large.jpg;01/01/2003;Novosibirsk, Russia;Independent;;http://www.sigma-team.net/;Publisher & Developer;"Sigma Team is an independent company headquartered in Novosibirsk, Russia, which publishes its own products worldwide.

Founded in 2003, their activity is developing and publishing computer games. The company has partners in more than 10 countries including Germany, Italy, Poland, and Czechia. Sigma Team also cooperates with many online game portals ­– MSN Games, Yahoo Games, Shockwave among them."
SimBin Studios ;http://upload.wikimedia.org/wikipedia/en/3/39/Simbin-studios-logo.png;06/01/2003;Lidköping, Sweden;Private company;50;http://www.simbin.se/;Publisher & Developer;"SimBin Studios is a Swedish video game developer- and publisher founded in 2003 that develops racing simulators for Windows and the current-generation consoles. The company has its headquarters in Lidköping and a studio in Gothenburg. The company originally started as a modding team for the Image Space Incorporated game F1 2002, releasing a mod based on the 2002 season of the FIA GT championship, essentially the precursor to its first commercial game.

The company has already released GTR - FIA GT Racing Game, GT Legends, a sequel to GTR racing called GTR - FIA GT Racing Game 2, all published by 10tacle as well as RACE - The Official WTCC Game published by Eidos Interactive and RACE 07 - The Official WTCC Game which was the first SimBin game to include Formula cars. RACE 07 has gone on to have seven expansion packs released for it: GTR Evolution, STCC - The Game, RACE On, STCC The Game 2, GT Power Expansion, WTCC 2010 and Retro Expansion. 2009 RACE Pro was developed for Xbox 360, published by Atari.

In 2009, the core development group of Simbin, Blimey! Games, was acquired by Slightly Mad Studios. Slightly Mad Studios has since released Need for Speed: Shift and Shift 2: Unleashed, drawing on their experience from developing the GTR games."
Sir-Tech ;http://media.giantbomb.com/uploads/5/58689/1872493-741096_large.png;;;Closed 2003;;;Publisher & Developer;"Sir-Tech Software, Inc. was a United States-based video game developer and publisher founded by Norman Sirotek. While the original company closed its doors in 2001, its Canadian counterpart Sir-Tech Canada continued to operate up until late 2003.

Sir-Tech is best known for the Wizardry role-playing video game series. The Jagged Alliance series (started in 1994) was also a popular franchise. The third game in the series, Jagged Alliance 2, is twelve years old, and is still available from its current publisher."
Sixteen Tons Entertainment;http://www.mobygames.com/images/i/07/36/449386.jpeg;01/01/1998;Germany;;;http://www.sixteen-tons.de/;Developer;"Sixteen Tons Entertainment is a label of Promotion Software - Agent for Interactive Medien GmbH. Located in Germany, Sixteen Tons Entertainment is developing Games for PC and Consoles.

The company was founded in 1998 by game developer veteran Ralph Stock. The original team already worked together since 1984."
SkeinGlobe;http://www.mobygames.com/images/i/13/06/1347856.jpeg;;;;;http://www.skeinglobe.com/;;
SkyFallen Entertainment ;http://www.mobygames.com/images/i/25/18/659418.jpeg;01/01/2002;Russia;subsidary of 1C: Company;;http://skyfallen.com/;Developer;SkyFallen Entertainment is a Russian computer game developer, that was founded in 2002. 
Slightly Mad Studios ;http://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Slightlymadstudios-logo.png/300px-Slightlymadstudios-logo.png;01/01/2008;London, England;Private company;;http://www.slightlymadstudios.com/;Developer;"Slightly Mad Studios is an independent British video game company headquartered in London, England. On 12 January 2009, the company acquired the business and assets of Blimey! Games. In September 2009, Slightly Mad Studios released Need for Speed: Shift with Electronic Arts.

Slightly Mad was ranked as the 17th most successful developer in the Develop 100 list for 2010.

Currently, Slightly Mad Studios is developing a community-based racing simulator known as Project CARS. This title is being developed using community-based development, pre-alpha testing, and funding, in an attempt to bypass normal publishing costs. This is planned to be the first title of a series of similarly-developed games, and the process will be known as World of Mass Development, or WMD."
Slitherine;http://www.mobygames.com/images/i/19/31/714831.jpeg;06/04/2000;Epsom, United Kingdom;Private company;;www.slitherine.com;Publisher & Developer;"Slitherine (officially: Slitherine Software UK Ltd.) was created on July 4, 2000.

The company develops and publishes videogames, and is responsible for the production of a tabletop wargame known as Field of Glory.

Slitherine also developed the ""advanced computer program"" used to run simulated battles between various warriors for the first two seasons of the Spike TV show Deadliest Warrior. In the show, Slitherine is referred to as ""Slitherine Studios""."
SmileGate ;http://www.pcgamersworld.com/wp-content/uploads/2010/04/SmileGate_200_header.jpg;;;;;http://www.smilegate.com/;Developer;
Snowblind Studios ;http://upload.wikimedia.org/wikipedia/en/1/1d/Logo_snowblindlogo.png;01/01/1997;Kirkland, Washington, USA;Subsidiary of Warner Bros. Interactive Entertainment;80;http://www.snowblind.com/;Developer;Snowblind Studios is a video game developer located in Kirkland, Washington. They were founded in 1997, specializing in RPGs. In 2009, Snowblind Studios was acquired by Time Warner, through its Warner Bros. Interactive Entertainment division.
SOE San Diego ;http://upload.wikimedia.org/wikipedia/en/thumb/9/97/Sony_Online_Entertainment_Logo.png/256px-Sony_Online_Entertainment_Logo.png;01/01/1995;San Diego, California, USA ;Division of Sony Computer Entertainment;;http://www.soe.com/;Publisher & Developer;"Sony Online Entertainment (SOE) is a game development and game publishing division of Sony that is best known for creating massively multiplayer online games, including EverQuest, EverQuest II, The Matrix Online, PlanetSide, Star Wars Galaxies, Free Realms, and Vanguard: Saga of Heroes, DC Universe Online and other smaller games in development.

In 2008 Sony Online Entertainment’s game Everquest was honored (along with Neverwinter Nights and World of Warcraft) at the 59th Annual Technology & Engineering Emmy Awards for advancing the art form of MMORPG games.

In 2011, the service was brought offline after it was determined that its user accounts were compromised in attacks related to the ones that brought the PlayStation Network offline."
SoftLab-Nsk ;http://www.mobygames.com/images/i/28/03/501053.jpeg;01/01/1988;Akademgorodok, Russia;;;http://www.softlab-nsk.com/;Developer;"SoftLab-Nsk was founded in 1988 by a group of scientists from the Institute of Automation and Electrometry of the Russian Academy of Sciences taking part in the Russian space program in the area of astronaut training systems design (the activities started in the midst of 70-s).

Since then the company had grown and now unites experts with many years of experience in various fields of computer graphics and creative young people. The last part of their name, ""Nsk"" in ""SoftLab-Nsk"", stands for Novosibirsk. Novosibirsk is a large city in Siberia, where the company is based. Actually, the company itself is located in Akademgorodok, a scientific campus near the city."
Sonalysts Combat Simulations ;http://www.simhq.com/_naval/images/naval_010a_12.gif;;Waterford, CT;;;http://www.sonalystscombatsims.com/;Developer;
Sonic Team ;http://upload.wikimedia.org/wikipedia/en/thumb/9/97/Sonic_Team_Logo.svg/250px-Sonic_Team_Logo.svg.png;01/01/1990;Tokyo, Japan ;Subsidiary of Sega Sammy;;http://www.sonicteam.com/;Developer;Sonic Team is a Japanese computer and video game developer established in Ōta, Tokyo, Japan in 1990, originally known as Sega AM8. The Japan-based division is also known as G.E. Department Global Entertainment. The studio has collaborated with several in-house Japanese studios as well as other American-based studios such as STI and Visual Concepts. Sonic Team are best known for the Sonic the Hedgehog series. The American division was discontinued in 2008.
Sony Online Entertainment;http://upload.wikimedia.org/wikipedia/en/thumb/9/97/Sony_Online_Entertainment_Logo.png/256px-Sony_Online_Entertainment_Logo.png;01/01/1995;San Diego, California, USA ;Division of Sony Computer Entertainment;;http://www.soe.com/;Publisher & Developer;"Sony Online Entertainment (SOE) is a game development and game publishing division of Sony that is best known for creating massively multiplayer online games, including EverQuest, EverQuest II, The Matrix Online, PlanetSide, Star Wars Galaxies, Free Realms, and Vanguard: Saga of Heroes, DC Universe Online and other smaller games in development.

In 2008 Sony Online Entertainment’s game Everquest was honored (along with Neverwinter Nights and World of Warcraft) at the 59th Annual Technology & Engineering Emmy Awards for advancing the art form of MMORPG games.

In 2011, the service was brought offline after it was determined that its user accounts were compromised in attacks related to the ones that brought the PlayStation Network offline."
SouthPeak Games;http://upload.wikimedia.org/wikipedia/en/thumb/8/87/Spglogo.JPG/250px-Spglogo.JPG;01/01/1996;Midlothian, Virginia, USA;Public;100;http://www.southpeakgames.com/;Publisher;SouthPeak Games (often called SouthPeak Interactive) is a video game publisher of titles in Europe and North America.
Spark Unlimited ;http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Sparklogo.jpg/250px-Sparklogo.jpg;01/01/2002;Sherman Oaks, California, USA;Private company;100;http://www.sparkunlimited.com/;Developer;"Spark Unlimited, based in Sherman Oaks, California, is a video game developer founded by former developers from the Medal of Honor PC and console franchise. They are most known for the Call of Duty: Finest Hour console game.

The studio finished working on the first-person shooter Legendary using the Unreal Engine 3.0 for Gamecock Media Group. The company is wholly owned by employees"
Spellborn International ;;;The Hague, the Netherlands ;Closed 2009;;http://www.tcos.com/;Developer;"Spellborn International, registered as Spellborn N.V., is a Dutch video game developer, located in The Hague, the Netherlands. They were developing the MMORPG The Chronicles of Spellborn.

Spellborn International is the owner of the IP concerning 'The Chronicles of Spellborn', which was under development by Spellborn Works. After Spellborn Works filed for bankruptcy in June 2009, Frogster took over the re-development of the game and converted it in a Free-to-play concept."
Spellbound;;;The Hague, the Netherlands ;Closed 2009;;http://www.tcos.com/;Developer;"Spellborn International, registered as Spellborn N.V., is a Dutch video game developer, located in The Hague, the Netherlands. They were developing the MMORPG The Chronicles of Spellborn.

Spellborn International is the owner of the IP concerning 'The Chronicles of Spellborn', which was under development by Spellborn Works. After Spellborn Works filed for bankruptcy in June 2009, Frogster took over the re-development of the game and converted it in a Free-to-play concept."
Spicy Horse ;http://media.giantbomb.com/uploads/0/3564/438012-logo_large.jpg;01/01/2007;Shanghai, China;Private company;70;http://www.spicyhorse.com/;Developer;Spicy Horse is a Shanghai-based independent, video game developer started by American McGee in 2007.
Spiders Studio ;http://media.giantbomb.com/uploads/13/133360/1840816-logo_spiders_large.png;;France, Paris ;Independent;;http://www.spiders-games.com/;Developer;"SPIDERS is a video game development studio producing its own creations as well as offering part or full productions for third parties. The company was born when several French video game veterans worked together on the creation of the Silverfall game and its add-on, and decided to pursue the adventure together. Although the company is mainly specialized in the design and development of Action/RPG games, owing to previous experience, it also has the capacity to provide solutions in different genres.

The company is an official developer for the PlayStation 3 and Xbox 360 platforms. SPIDERS' first title is the action RPG Mars."
Spiderweb;http://www.giantbomb.com/spiderweb-software/65-972/images/;01/01/1994;Seattle, USA;Independent;;http://www.spiderwebsoftware.com/;Publisher & Developer;Spiderweb Software is a small indie video game developer founded in 1994 by Jeff Vogel in Seattle, Washington. Its primary focus is on creating demoware games for the Apple Macintosh and Microsoft Windows operating systems and the iPad. The company is unusual in that it first develops games for Macintosh systems before porting them to the Windows and iOS platforms. It is also known for emphasizing storytelling and gameplay over graphics
Splash Damage;http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Splash_Damage.svg/160px-Splash_Damage.svg.png;05/01/2001;Bromley, London, England;Private company;75;http://www.splashdamage.com/;Developer;Splash Damage is an independently-owned British game development company that specializes in multiplayer first-person shooter games. The studio is best known as the creator of the Enemy Territory franchise for id Software.
Sports Interactive;http://media.giantbomb.com/uploads/1/15674/445478-si20logo_large.jpg;01/01/1994;London, England;Subsidiary of Sega Sammy;70;http://www.sigames.com/;Developer;Sports Interactive Limited is a computer games development company currently based in Old Street, Central London and owned by the Japanese software and video game company Sega. It is the developer of the popular games Football Manager, NHL Eastside Hockey Manager and Championship Manager Quiz, and is the former developer of Championship Manager. Each release of Championship Manager/Football Manager has traditionally been one of the fastest selling PC games in the UK with Championship Manager 4 the fastest of all time
Spry Fox ;http://www.mobygames.com/images/i/35/38/1180788.jpeg;08/01/2010;;;;http://www.spryfox.com/;Developer;Spry Fox is a game development studio established by Daniel Cook and David Edery in August 2010. 
Square Enix;http://media.giantbomb.com/uploads/0/8168/956893-square_enix_logo_large.jpg;04/01/2003;Tokyo, Japan ;Public;3297;http://www.square-enix.com/;Publisher;"Square Enix Holdings Co., Ltd. Is a Japanese video game publisher and distribution company best known for its role-playing video game franchises, which include the Final Fantasy series, the Dragon Quest series, and the action-RPG Kingdom Hearts series. Its headquarters are located in the Shinjuku Bunka Quint Building in Yoyogi, Shibuya, Tokyo.

The original Square Enix was formed as the result of a merger between Square and Enix. The merger occurred on April 1, 2003, with Square stockholders receiving 0.85 shares of stock in the new company compared to Enix stockholders receiving a one-to-one trade. Enix was the surviving company of the merger. At the time, 80% of Square Enix staff were made up of former Square Co. employees. As part of the merger, many of the top officials within Square Co. assumed the leadership roles in the new corporate hierarchy, including president Yoichi Wada, who was appointed president of the corporation. The original founder of Enix, Yasuhiro Fukushima, is currently the honorary chairman and largest shareholder of the corporation.

The company also owns Taito Corporation and former game publisher Eidos Interactive, which has been absorbed into Square Enix Europe. Square Enix now publishes all of Eidos' IPs and runs Eidos' development studios. Eidos was most well known for publishing Tomb Raider, Hitman, Deus Ex, Thief, Legacy of Kain and the Championship Manager series of games."
SSG ;http://www.mobygames.com/images/i/29/21/605571.png;01/01/1983;;Independent;;http://www.ssg.com.au/;Developer;"Strategic Studies Group, commonly known as SSG, is an Australian software development company that makes primarily strategy wargames.

The company was founded by strategy game enthusiasts Ian Trout and Roger Keating. Ian was proprietor of a military books store and Roger had had several of his games published by Strategic Simulations Inc. The game that launched the company was Reach for the Stars (1983). This games is credited for having ""effectively launched the genre of 4-X space games - explore, expand, exploit, exterminate"". Its success was followed by a string of other, mostly historical military games published throughout the 1980s for Apple II, Atari, Commodore 64, and IBM PC series of computers.

Titles included Reach for the Stars, Battlefront, Battles in Normandy, Halls of Montezuma, Europe Ablaze, MacArthur's War, Carriers at War, (in three volumes), Rommel, Gold of the Americas, and Decisive Battles of the American Civil War (in three volumes, with the first being Bull Run to Chancellorsville). Several of these titles were also released for 16-bit platforms including the Amiga, Atari ST, Apple IIGS and Macintosh during the late 1980s.

From the outset SSG titles were characterised by a challenging level of intelligence (AI) in the computer opponents provided in the games. Many of the games included scenario editors. For a time SSG published a tie-in magazine, Run 5, that included articles on historical background to the games, game design, game play and data for setting up new or variant scenarios. Subscribers received a disk with the scenario files already created. Published mostly quarterly it ran for 25 issues.

In 1989 SSG published Fire King an action role-playing game developed by Micro Forte, another Australian games developer.

SSG also produced the Warlords series of fantasy turn-based games. In a mutually friendly decision in 2003, Warlords designer Steve Fawkner broke away from Strategic Studies Group and started Infinite Interactive to publish further Warlords games."
Stainless Games;http://media.giantbomb.com/uploads/5/58689/1194449-446867_large.png;01/01/1993;Newport, Isle of Wight, United Kingdom;Private company;50;http://www.stainlessgames.com/;Developer;Stainless Games is a British video game developer based on the Isle of Wight that specialises in developing downloadable games for Microsoft Windows and the Xbox 360's Xbox Live Arcade. They are most well known for developing the multimillion-selling Carmageddon franchise.
Stainless Steel Studios ;http://upload.wikimedia.org/wikipedia/en/4/4f/Sssi_logo.jpg;01/01/1998;Cambridge, Massachusetts, USA;Private company;;http://www.stainlesssteelstudios.com/;Developer;Stainless Steel Studios (SSSI) was a computer game development company, started in 1997 by Rick Goodman and Dara-Lynn Pelechatz. The company was based in Cambridge, Massachusetts, and focused on the development of real-time strategy software titles.
Starbreeze Studios;http://upload.wikimedia.org/wikipedia/en/7/78/Starbreeze_logo.png;01/01/1998;Uppsala, Sweden;Public;120;http://www.starbreeze.com/;Developer;Starbreeze Studios is a video game development studio founded by members of the demo group Triton, based in Uppsala, Sweden.
Stardock ;http://upload.wikimedia.org/wikipedia/en/4/4c/Stardockcompanylogo.png;01/01/1991;Plymouth, Michigan, United States;Private company;35;http://www.stardock.com/;Developer;"Stardock Corporation is a software development company founded in 1991 and incorporated in 1993 as Stardock Systems. Stardock initially developed for the OS/2 platform, but was forced to switch to Windows due to the collapse of the OS/2 software market between 1997 and 1998. The company is best known for computer programs that allow a user to modify or extend a graphical user interface as well as personal computer games, particularly strategy games such as Galactic Civilizations, Galactic Civilizations II, Sins of a Solar Empire and Elemental: War of Magic.

Stardock created and maintains WinCustomize, a graphical user interface customization community, and developed the Impulse content delivery system before its sale to GameStop. Many of the skins and themes featured on its site are for software that is part of Object Desktop, their main subscription service. They are based in Plymouth, Michigan."
